feedback_id,date,feedback,source,cleaned_text,sentiment,sentiment_score,sentiment_confidence,topics,keywords,emotion,aspect_sentiments,severity,severity_reason,priority,priority_score,priority_reason,department,department_reason,impact_level,impact_reason,action,action_reason,recommendation,recommendation_reason,suggested_next_step,recommendation_status,validation_status
FB0750,2026-07-17,classroom equipment is outdated :/ btw pls check,Course Feedback,classroom equipment is outdated :/ btw pls check,Negative,0.9998,0.9998,"[""Outdated Btw"", ""Classroom Equipment""]","[""outdated btw"", ""classroom equipment"", ""check""]",Frustration,"[{""aspect"": ""Classroom Equipment"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'classroom equipment' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Facilities department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Facilities to review the feedback and complete the create task action.,FALLBACK,VALID
FB0760,2026-07-17,lab computers are extremely slow seriously,Survey,lab computers are extremely slow seriously,Negative,0.9996,0.9996,"[""Slow Seriously"", ""Lab Computers""]","[""slow seriously"", ""lab computers""]",Frustration,"[{""aspect"": ""Lab Computers"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'computer' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0935,2026-07-17,nobody knew where to send the form,Suggestion Box,nobody knew where to send the form,Negative,0.999,0.999,"[""Nobody Knew Where"", ""Send""]","[""nobody knew where"", ""send"", ""form""]",Frustration,"[{""aspect"": ""Nobody Knew"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0936,2026-07-17,need more hands-on sessions,Survey,need more hands-on sessions,Negative,0.9968,0.9968,"[""More Hands-On Sessions""]","[""more hands-on sessions""]",Frustration,"[{""aspect"": ""Need More"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0149,2026-07-18,food is okay nothing special imo,Suggestion Box,food is okay nothing special imo,Negative,0.9923,0.9923,"[""Nothing Special"", ""Food""]","[""nothing special"", ""food""]",Frustration,"[{""aspect"": ""Food Nothing"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Cafeteria,Matched the analyzed topic/keyword 'food' to Cafeteria.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Cafeteria department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Cafeteria to review the feedback and complete the create task action.,FALLBACK,VALID
FB0454,2026-07-18,too many last minute changes :/,Student Portal,too many last minute changes :/,Negative,0.9985,0.9985,"[""Last Minute Changes""]","[""last minute changes""]",Frustration,"[{""aspect"": ""Last Minute Changes"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,SMALL_GROUP,Plural or group-oriented language indicates impact beyond one individual.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0525,2026-07-18,not enough working PCs,Survey,not enough working PCs,Negative,0.9997,0.9997,"[""Pcs""]","[""pcs""]",Frustration,"[{""aspect"": ""Working Pcs"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'pc' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0843,2026-07-18,The communication is confusing is gd but the lectures are kinda boring.??,WhatsApp Feedback,The communication is confusing is gd but the lectures are kinda boring.??,Negative,0.9997,0.9997,"[""Gd"", ""Boring""]","[""gd"", ""boring"", ""communication"", ""lectures"", ""confusing""]",Frustration,"[{""aspect"": ""Communication"", ""sentiment"": ""Negative""}, {""aspect"": ""Lectures Kinda"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0985,2026-07-18,staff was helpful with my request!!!,WhatsApp Feedback,staff was helpful with my request!!!,Positive,0.996,0.996,"[""My Request"", ""Staff""]","[""my request"", ""staff""]",Joy,"[{""aspect"": ""Staff Helpful"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB1022,2026-07-18,The good study environment is good but canteen samosa is actually good.,Suggestion Box,The good study environment is good but canteen samosa is actually good.,Positive,0.9997,0.9997,"[""Study Environment"", ""Canteen Samosa""]","[""study environment"", ""canteen samosa""]",Satisfaction,"[{""aspect"": ""Study Environment"", ""sentiment"": ""Positive""}, {""aspect"": ""Canteen Samosa"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Facilities department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Facilities to review the feedback and complete the monitor action.,FALLBACK,VALID
FB1091,2026-07-18,"good support for resumes is great, although food is decent but expensive. :/ kaafi annoying hai",Student Portal,"good support for resumes is great, although food is decent but expensive. :/ kaafi annoying hai",Mixed,0.78,0.78,"[""Kaafi Annoying"", ""Support""]","[""expensive kaafi annoying"", ""support"", ""resumes"", ""food""]",Frustration,"[{""aspect"": ""Support Resumes"", ""sentiment"": ""Positive""}, {""aspect"": ""Food Decent"", ""sentiment"": ""Positive""}, {""aspect"": ""Expensive Kaafi"", ""sentiment"": ""Negative""}]",MEDIUM,Mixed feedback contains a concern that merits follow-up.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Cafeteria,Matched the analyzed topic/keyword 'food' to Cafeteria.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Cafeteria department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Cafeteria to review the feedback and complete the create task action.,FALLBACK,VALID
FB1097,2026-07-18,overall library is good,Survey,overall library is good,Positive,0.9999,0.9999,"[""Overall Library""]","[""overall library""]",Joy,"[{""aspect"": ""Overall Library"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Library,Matched the analyzed topic/keyword 'library' to Library.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Library department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Library to review the feedback and complete the monitor action.,FALLBACK,VALID
FB1189,2026-07-18,timings should be extended yaar,Student Portal,timings should be extended yaar,Negative,0.9372,0.9372,"[""Extended"", ""Timings""]","[""extended"", ""timings""]",Frustration,"[{""aspect"": ""Timings Should"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
